GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI05452	LOCMI05452	beta-glucosidase	2	0.222222222222	LOCMI05452	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI05299	LOCMI05299	beta-glucosidase	2	0.222222222222	LOCMI05299	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI05278	LOCMI05278	Lactase-phlorizin hydrolase	2	0.222222222222	LOCMI05278	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI04668	LOCMI04668	seminal fluid protein CSSFP031	2	0.222222222222	LOCMI04668	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI04105	LOCMI04105	beta-glucosidase	2	0.222222222222	LOCMI04105	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI03827	LOCMI03827	beta-glucosidase	2	0.222222222222	LOCMI03827	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI03826	LOCMI03826	seminal fluid protein CSSFP012	2	0.222222222222	LOCMI03826	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI03791	LOCMI03791	fatty acid binding protein	2	0.222222222222	LOCMI03791	transporter activity // lipid binding
LOCMI03790	LOCMI03790	fatty acid binding protein	2	0.222222222222	LOCMI03790	transporter activity // lipid binding
LOCMI03788	LOCMI03788	RecName: Full=Fatty acid-binding protein, muscle; AltName: Full=M-FABP gb|AAK20174.1| muscle fatty acid binding protein	2	0.222222222222	LOCMI03788	transporter activity // lipid binding
LOCMI03125	LOCMI03125	GK14321	2	0.222222222222	LOCMI03125	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI02805	LOCMI02805	PREDICTED: retinoid-inducible serine carboxypeptidase-like	2	0.222222222222	LOCMI02805	serine hydrolase activity // proteolysis
LOCMI02470	LOCMI02470	Lactase-phlorizin hydrolase	2	0.222222222222	LOCMI02470	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI02469	LOCMI02469	beta-glucosidase	2	0.222222222222	LOCMI02469	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI02318	LOCMI02318	Glycoside hydrolase, family 1 IPR017853; Glycoside hydrolase, catalytic core	2	0.222222222222	LOCMI02318	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI02163	LOCMI02163	glycoside hydrolase	2	0.222222222222	LOCMI02163	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI01741	LOCMI01741	cellulase	2	0.222222222222	LOCMI01741	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI01404	LOCMI01404	RecName: Full=Fatty acid-binding protein, muscle; AltName: Full=M-FABP gb|AAK20174.1| muscle fatty acid binding protein	2	0.222222222222	LOCMI01404	transporter activity // lipid binding
LOCMI01272	LOCMI01272	PREDICTED: myrosinase 1-like isoform 2	2	0.222222222222	LOCMI01272	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI00493	LOCMI00493	Cytosolic fatty-acid binding IPR011038; Calycin-like	2	0.222222222222	LOCMI00493	transporter activity // lipid binding
LOCMI16100	LOCMI16100	AGAP004616-PA	1	0.111111111111	LOCMI16100	transporter activity
LOCMI15760	LOCMI15760	D6WQQ4_TRICA Putative uncharacterized protein	1	0.111111111111	LOCMI15760	oxidoreductase activity
LOCMI15416	LOCMI15416	Low choriolytic enzyme precursor, putative	1	0.111111111111	LOCMI15416	proteolysis
LOCMI14449	LOCMI14449	nitrogen fixation protein nifu, putative	1	0.111111111111	LOCMI14449	metal cluster binding
LOCMI13660	LOCMI13660	Mitochondrial import inner membrane translocase subunit Tim22	1	0.111111111111	LOCMI13660	transporter activity
LOCMI11963	LOCMI11963	hexamerin-like protein 2	1	0.111111111111	LOCMI11963	transporter activity
LOCMI11126	LOCMI11126	PREDICTED: zinc carboxypeptidase A 1-like	1	0.111111111111	LOCMI11126	proteolysis
LOCMI09561	LOCMI09561	arylphorin hexamerin-like protein 2	1	0.111111111111	LOCMI09561	transporter activity
LOCMI09544	LOCMI09544	nitrogen fixation protein nifu, putative	1	0.111111111111	LOCMI09544	metal cluster binding
LOCMI08807	LOCMI08807	carboxypeptidase	1	0.111111111111	LOCMI08807	proteolysis
LOCMI08135	LOCMI08135	vacuolar proton ATPase	1	0.111111111111	LOCMI08135	transporter activity
LOCMI05274	LOCMI05274	nuclear transcription factor Tfp1	1	0.111111111111	LOCMI05274	transporter activity
LOCMI03518	LOCMI03518	B4G2X4_DROPE GL23532	1	0.111111111111	LOCMI03518	transporter activity
LOCMI03280	LOCMI03280	GJ13115	1	0.111111111111	LOCMI03280	proteolysis
LOCMI03279	LOCMI03279	Q5TPZ3_ANOGA AGAP011434-PA	1	0.111111111111	LOCMI03279	proteolysis
LOCMI03066	LOCMI03066	B0WKF5_CULQU Putative uncharacterized protein	1	0.111111111111	LOCMI03066	carbohydrate metabolic process
LOCMI02924	LOCMI02924	PREDICTED: facilitated trehalose transporter Tret1-like	1	0.111111111111	LOCMI02924	transporter activity
LOCMI02019	LOCMI02019	tRNA-yW synthesizing protein 1 homolog	1	0.111111111111	LOCMI02019	metal cluster binding
LOCMI00309	LOCMI00309	large neutral amino acids transporter, putative	1	0.111111111111	LOCMI00309	transporter activity
