GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI11712	LOCMI11712	Aminopeptidase N precursor, putative	2	0.153846153846	LOCMI11712	metallopeptidase activity // proteolysis
LOCMI11640	LOCMI11640	Retinol dehydrogenase 14	2	0.153846153846	LOCMI11640	oxidation-reduction process // oxidoreductase activity
LOCMI09783	LOCMI09783	PREDICTED: putative fatty acyl-CoA reductase CG5065-like	2	0.153846153846	LOCMI09783	oxidation-reduction process // oxidoreductase activity
LOCMI09721	LOCMI09721	B0XBQ7_CULQU FixR	2	0.153846153846	LOCMI09721	oxidation-reduction process // oxidoreductase activity
LOCMI08511	LOCMI08511	PREDICTED: similar to neutral endopeptidase 24.11 isoform 2	2	0.153846153846	LOCMI08511	metallopeptidase activity // proteolysis
LOCMI07827	LOCMI07827	aminopeptidase N-like protein	2	0.153846153846	LOCMI07827	metallopeptidase activity // proteolysis
LOCMI07174	LOCMI07174	Putative fatty acyl-CoA reductase	2	0.153846153846	LOCMI07174	oxidation-reduction process // oxidoreductase activity
LOCMI06775	LOCMI06775	beta-1,4-endoglucanase	2	0.153846153846	LOCMI06775	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI06732	LOCMI06732	matrix metalloproteinase 1 isoform 1	2	0.153846153846	LOCMI06732	metallopeptidase activity // proteolysis
LOCMI05942	LOCMI05942	PREDICTED: similar to lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1)	2	0.153846153846	LOCMI05942	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI03770	LOCMI03770	B3P2V7_DROER Glucose dehydrogenase	2	0.153846153846	LOCMI03770	flavin adenine dinucleotide binding // oxidoreductase activity
LOCMI03536	LOCMI03536	B3N5F1_DROER GG23643	2	0.153846153846	LOCMI03536	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI03473	LOCMI03473	zinc carboxypeptidase	2	0.153846153846	LOCMI03473	metallopeptidase activity // proteolysis
LOCMI03436	LOCMI03436	tyrosine 3-monooxygenase, putative	2	0.153846153846	LOCMI03436	oxidation-reduction process // oxidoreductase activity
LOCMI03332	LOCMI03332	angiotensin converting enzyme	2	0.153846153846	LOCMI03332	metallopeptidase activity // proteolysis
LOCMI03329	LOCMI03329	B3MXJ9_DROAN GF19436	2	0.153846153846	LOCMI03329	flavin adenine dinucleotide binding // oxidoreductase activity
LOCMI03037	LOCMI03037	PREDICTED: atrial natriuretic peptide-converting enzyme-like	2	0.153846153846	LOCMI03037	serine hydrolase activity // proteolysis
LOCMI03021	LOCMI03021	Q17D83_AEDAE Putative uncharacterized protein	2	0.153846153846	LOCMI03021	oxidation-reduction process // oxidoreductase activity
LOCMI02405	LOCMI02405	PREDICTED: glucose dehydrogenase	2	0.153846153846	LOCMI02405	flavin adenine dinucleotide binding // oxidoreductase activity
LOCMI02396	LOCMI02396	pale, isoform A	2	0.153846153846	LOCMI02396	oxidation-reduction process // oxidoreductase activity
LOCMI02015	LOCMI02015	PREDICTED: chitinase-like protein Idgf4-like	2	0.153846153846	LOCMI02015	carbohydrate metabolic process // hydrolase activity, acting on glycosyl bonds
LOCMI16672	LOCMI16672	B0XBT4_CULQU Putative uncharacterized protein	1	0.0769230769231	LOCMI16672	sequence-specific DNA binding
LOCMI16630	LOCMI16630	putative cuticle protein CPR151	1	0.0769230769231	LOCMI16630	structural molecule activity
LOCMI16606	LOCMI16606	cuticle protein, putative	1	0.0769230769231	LOCMI16606	structural molecule activity
LOCMI16604	LOCMI16604	B4H6H2_DROPE GL15514	1	0.0769230769231	LOCMI16604	structural molecule activity
LOCMI16600	LOCMI16600	RecName: Full=Cuticle protein 19; AltName: Full=LM-ACP 19; Short=LM-19 gb|AAB34514.1| Lm-ACP19=wing cuticle protein	1	0.0769230769231	LOCMI16600	structural molecule activity
LOCMI16598	LOCMI16598	cuticle protein	1	0.0769230769231	LOCMI16598	structural molecule activity
LOCMI16518	LOCMI16518	Ecdysone-inducible protein E75	1	0.0769230769231	LOCMI16518	sequence-specific DNA binding
LOCMI16491	LOCMI16491	HR3 isoform B2	1	0.0769230769231	LOCMI16491	sequence-specific DNA binding
LOCMI16435	LOCMI16435	RecName: Full=Peptidoglycan-recognition protein 2; AltName: Full=Hd-PGRP-2; Flags: Precursor dbj|BAD08317.1| peptidoglycan recognition protein-2	1	0.0769230769231	LOCMI16435	carbohydrate metabolic process
LOCMI15852	LOCMI15852	cytochrome c oxidase subunit Vb/COX4	1	0.0769230769231	LOCMI15852	oxidoreductase activity
LOCMI15745	LOCMI15745	D2A2D2_TRICA Putative uncharacterized protein GLEAN_07831	1	0.0769230769231	LOCMI15745	sequence-specific DNA binding
LOCMI15345	LOCMI15345	Q16XV3_AEDAE Cuticle protein, putative	1	0.0769230769231	LOCMI15345	structural molecule activity
LOCMI15344	LOCMI15344	B4N5V1_DROWI GK17855	1	0.0769230769231	LOCMI15344	structural molecule activity
LOCMI12816	LOCMI12816	Heparan sulfate 2-O-sulfotransferase pipe, putative	1	0.0769230769231	LOCMI12816	carbohydrate metabolic process
LOCMI11717	LOCMI11717	Q17H61_AEDAE Putative uncharacterized protein	1	0.0769230769231	LOCMI11717	carbohydrate metabolic process
LOCMI11351	LOCMI11351	C0H6I4_BOMMO Putative cuticle protein	1	0.0769230769231	LOCMI11351	structural molecule activity
LOCMI10699	LOCMI10699	Sialidase	1	0.0769230769231	LOCMI10699	carbohydrate metabolic process
LOCMI08908	LOCMI08908	Tubulin alpha chain	1	0.0769230769231	LOCMI08908	structural molecule activity
LOCMI08032	LOCMI08032	B7P850_IXOSC Putative uncharacterized protein	1	0.0769230769231	LOCMI08032	carbohydrate metabolic process
LOCMI07097	LOCMI07097	A8XAF1_CAEBR CBR-EMB-9 protein	1	0.0769230769231	LOCMI07097	structural molecule activity
LOCMI05620	LOCMI05620	transferrin	1	0.0769230769231	LOCMI05620	iron ion binding
LOCMI05479	LOCMI05479	cuticular protein CPR67A	1	0.0769230769231	LOCMI05479	structural molecule activity
LOCMI05383	LOCMI05383	pupal cuticle protein	1	0.0769230769231	LOCMI05383	structural molecule activity
LOCMI03595	LOCMI03595	PREDICTED: similar to AGAP005368-PA	1	0.0769230769231	LOCMI03595	structural molecule activity
LOCMI03206	LOCMI03206	B3LWT2_DROAN GF16888	1	0.0769230769231	LOCMI03206	carbohydrate metabolic process
LOCMI03066	LOCMI03066	B0WKF5_CULQU Putative uncharacterized protein	1	0.0769230769231	LOCMI03066	carbohydrate metabolic process
LOCMI02377	LOCMI02377	Retinol dehydrogenase 14	1	0.0769230769231	LOCMI02377	oxidoreductase activity
LOCMI01688	LOCMI01688	cuticular protein RR-1 motif 57	1	0.0769230769231	LOCMI01688	structural molecule activity
LOCMI01594	LOCMI01594	GJ10054	1	0.0769230769231	LOCMI01594	carbohydrate metabolic process
LOCMI01539	LOCMI01539	Short-chain dehydrogenase/reductase SDR	1	0.0769230769231	LOCMI01539	oxidoreductase activity
LOCMI00838	LOCMI00838	Q6WMV8_9MUSC Glucose dehydrogenase (Fragment)	1	0.0769230769231	LOCMI00838	oxidoreductase activity
