GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI13695	LOCMI13695	proteasome 25 kDa subunit	1	0.1	LOCMI13695	Proteasome:map03050
LOCMI13569	LOCMI13569	Q4LAY4_9COLE Ribosomal protein S28e	1	0.1	LOCMI13569	Ribosome:map03010
LOCMI13545	LOCMI13545	60S ribosomal protein L8	1	0.1	LOCMI13545	Ribosome:map03010
LOCMI13396	LOCMI13396	PREDICTED: lambda-crystallin homolog	1	0.1	LOCMI13396	Pentose and glucuronate interconversions:map00040
LOCMI13370	LOCMI13370	PREDICTED: 40S ribosomal protein S7-like	1	0.1	LOCMI13370	Ribosome:map03010
LOCMI13315	LOCMI13315	PREDICTED: 60S ribosomal protein L27-like isoform 1	1	0.1	LOCMI13315	Ribosome:map03010
LOCMI11950	LOCMI11950	glucosidase 2 subunit beta precursor, putative	1	0.1	LOCMI11950	Protein processing in endoplasmic reticulum:map04141
LOCMI11617	LOCMI11617	60S ribosomal protein L34	1	0.1	LOCMI11617	Ribosome:map03010
LOCMI11190	LOCMI11190	mitochondrial ribosomal protein, S18C, putative	1	0.1	LOCMI11190	Ribosome:map03010
LOCMI10636	LOCMI10636	N-acetylglucosamine-6-sulfatase precursor, putative	1	0.1	LOCMI10636	Glycosaminoglycan degradation:map00531
LOCMI10621	LOCMI10621	ribosomal protein L31e	1	0.1	LOCMI10621	Ribosome:map03010
LOCMI10304	LOCMI10304	polyubiquitin	1	0.1	LOCMI10304	Ribosome:map03010
LOCMI10127	LOCMI10127	proteasome subunit beta 1	1	0.1	LOCMI10127	Proteasome:map03050
LOCMI09731	LOCMI09731	S20e ribosomal protein	1	0.1	LOCMI09731	Ribosome:map03010
LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a	1	0.1	LOCMI09637	Ribosome:map03010
LOCMI09539	LOCMI09539	ribosomal protein S30	1	0.1	LOCMI09539	Ribosome:map03010
LOCMI09478	LOCMI09478	L-xylulose reductase	1	0.1	LOCMI09478	Pentose and glucuronate interconversions:map00040
LOCMI09283	LOCMI09283	beta-hexosaminidase beta chain precursor, putative	1	0.1	LOCMI09283	Glycosaminoglycan degradation:map00531
LOCMI08995	LOCMI08995	glucose-6-phosphate 1-dehydrogenase	1	0.1	LOCMI08995	Glutathione metabolism:map00480
LOCMI08865	LOCMI08865	PREDICTED: UDP-glucose 6-dehydrogenase-like	1	0.1	LOCMI08865	Pentose and glucuronate interconversions:map00040
LOCMI08663	LOCMI08663	Q177N4_AEDAE Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	1	0.1	LOCMI08663	Protein processing in endoplasmic reticulum:map04141
LOCMI08559	LOCMI08559	GA15071	1	0.1	LOCMI08559	Ribosome:map03010
LOCMI08265	LOCMI08265	SNW domain-containing protein 1	1	0.1	LOCMI08265	Spliceosome:map03040
LOCMI08143	LOCMI08143	A7RV33_NEMVE Predicted protein	1	0.1	LOCMI08143	Glutathione metabolism:map00480
LOCMI08029	LOCMI08029	60S ribosomal protein L38	1	0.1	LOCMI08029	Ribosome:map03010
LOCMI07886	LOCMI07886	B0WL56_CULQU 39S ribosomal protein L14, mitochondrial	1	0.1	LOCMI07886	Ribosome:map03010
LOCMI07468	LOCMI07468	B4KBP4_DROMO GI23169	1	0.1	LOCMI07468	Glutathione metabolism:map00480
LOCMI07265	LOCMI07265	signal peptidase complex subunit SPC25	1	0.1	LOCMI07265	Protein export:map03060
LOCMI07012	LOCMI07012	60S ribosomal protein L21	1	0.1	LOCMI07012	Ribosome:map03010
LOCMI06804	LOCMI06804	ribosomal protein S12	1	0.1	LOCMI06804	Ribosome:map03010
LOCMI06696	LOCMI06696	PREDICTED: tubulin-specific chaperone E-like	1	0.1	LOCMI06696	Pyruvate metabolism:map00620
LOCMI05791	LOCMI05791	C3XQB1_BRAFL Putative uncharacterized protein	1	0.1	LOCMI05791	Pyruvate metabolism:map00620
LOCMI05622	LOCMI05622	Q1HQU9_AEDAE Protein disulfide isomerase	1	0.1	LOCMI05622	Protein processing in endoplasmic reticulum:map04141
LOCMI05600	LOCMI05600	B3MUH1_DROAN GF20662	1	0.1	LOCMI05600	Protein processing in endoplasmic reticulum:map04141
LOCMI05551	LOCMI05551	AGAP004818-PA	1	0.1	LOCMI05551	Ribosome:map03010
LOCMI05114	LOCMI05114	ribosomal protein L35	1	0.1	LOCMI05114	Ribosome:map03010
LOCMI04618	LOCMI04618	B4MD84_DROVI GJ15381	1	0.1	LOCMI04618	Protein processing in endoplasmic reticulum:map04141
LOCMI04416	LOCMI04416	Endoplasmic reticulum protein ERp29, putative	1	0.1	LOCMI04416	Protein processing in endoplasmic reticulum:map04141
LOCMI04276	LOCMI04276	PREDICTED: similar to alpha-N-acetyl glucosaminidase	1	0.1	LOCMI04276	Glycosaminoglycan degradation:map00531
LOCMI04203	LOCMI04203	BET1-like protein	1	0.1	LOCMI04203	SNARE interactions in vesicular transport:map04130
LOCMI04119	LOCMI04119	glutamate--cysteine ligase regulatory subunit, putative	1	0.1	LOCMI04119	Glutathione metabolism:map00480
LOCMI04087	LOCMI04087	endoplasmin	1	0.1	LOCMI04087	Protein processing in endoplasmic reticulum:map04141
LOCMI04006	LOCMI04006	60S ribosomal protein L17, putative	1	0.1	LOCMI04006	Ribosome:map03010
LOCMI03696	LOCMI03696	AGAP000508-PA	1	0.1	LOCMI03696	Ribosome:map03010
LOCMI03019	LOCMI03019	proteasome beta-subunit	1	0.1	LOCMI03019	Proteasome:map03050
LOCMI02745	LOCMI02745	Probable 26S proteasome non-ATPase regulatory subunit 3	1	0.1	LOCMI02745	Proteasome:map03050
LOCMI01936	LOCMI01936	Ubiquitin-conjugating enzyme E2 J1	1	0.1	LOCMI01936	Protein processing in endoplasmic reticulum:map04141
LOCMI01789	LOCMI01789	60S ribosomal protein L21	1	0.1	LOCMI01789	Ribosome:map03010
LOCMI01645	LOCMI01645	PREDICTED: vesicle-associated membrane protein 1-like	1	0.1	LOCMI01645	SNARE interactions in vesicular transport:map04130
LOCMI01611	LOCMI01611	A0T4G5_ANOGA AGAP003215-PA	1	0.1	LOCMI01611	Proteasome:map03050
LOCMI01606	LOCMI01606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	1	0.1	LOCMI01606	Protein processing in endoplasmic reticulum:map04141
LOCMI01517	LOCMI01517	Endoplasmic reticulum protein ERp29, putative	1	0.1	LOCMI01517	Protein processing in endoplasmic reticulum:map04141
LOCMI01417	LOCMI01417	PREDICTED: similar to proteasome subunit beta type 5,8	1	0.1	LOCMI01417	Proteasome:map03050
LOCMI01016	LOCMI01016	PREDICTED: synaptosomal-associated protein 29-like	1	0.1	LOCMI01016	SNARE interactions in vesicular transport:map04130
LOCMI00924	LOCMI00924	Probable 26S proteasome non-ATPase regulatory subunit 3	1	0.1	LOCMI00924	Proteasome:map03050
LOCMI00130	LOCMI00130	PREDICTED: 60S ribosomal protein L38-like	1	0.1	LOCMI00130	Ribosome:map03010
