GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI01592	LOCMI01592	RNA-binding protein-like	LOCMI01592	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI12951	LOCMI12951	squid, variant G	LOCMI12951	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI06003	LOCMI06003	Scaffold attachment factor B2, putative	LOCMI06003	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI14327	LOCMI14327	GF19034	LOCMI14327	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI02275	LOCMI02275	Heterogeneous nuclear ribonucleoprotein A1, putative	LOCMI02275	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI16692	LOCMI16692	RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog emb|CAA38481.1| mammalian A1, A2 /B1 hnRNP homologue	LOCMI16692	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI01239	LOCMI01239	B9VSZ6_BOMMO Rbp1-like RNA-binding protein PB	LOCMI01239	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI09768	LOCMI09768	PREDICTED: heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog	LOCMI09768	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI13577	LOCMI13577	RNA-binding protein-like	LOCMI13577	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI16771	LOCMI16771	transformer-2 sex-determining protein, putative	LOCMI16771	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI00614	LOCMI00614	ALY	LOCMI00614	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI15119	LOCMI15119	PREDICTED: myelin expression factor 2-like	LOCMI15119	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI01929	LOCMI01929	PREDICTED: LOW QUALITY PROTEIN: heterogeneous nuclear ribonucleoprotein H-like	LOCMI01929	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI16631	LOCMI16631	RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog emb|CAA38481.1| mammalian A1, A2 /B1 hnRNP homologue	LOCMI16631	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI16707	LOCMI16707	RecName: Full=Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog emb|CAA38481.1| mammalian A1, A2 /B1 hnRNP homologue	LOCMI16707	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI16374	LOCMI16374	B9VSZ6_BOMMO Rbp1-like RNA-binding protein PB	LOCMI16374	RNA recognition motif domain:IPR000504	RNA recognition motif domain:IPR000504
LOCMI03790	LOCMI03790	fatty acid binding protein	LOCMI03790	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
LOCMI03791	LOCMI03791	fatty acid binding protein	LOCMI03791	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
LOCMI04395	LOCMI04395	MPA13-like protein	LOCMI04395	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
LOCMI00493	LOCMI00493	Cytosolic fatty-acid binding IPR011038; Calycin-like	LOCMI00493	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
LOCMI00208	LOCMI00208	Fatty acid-binding protein, muscle	LOCMI00208	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
LOCMI03788	LOCMI03788	RecName: Full=Fatty acid-binding protein, muscle; AltName: Full=M-FABP gb|AAK20174.1| muscle fatty acid binding protein	LOCMI03788	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
LOCMI00043	LOCMI00043	cellular retinoic acid binding protein	LOCMI00043	Cytosolic fatty-acid binding:IPR000463	Cytosolic fatty-acid binding:IPR000463
