GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI00466	LOCMI00466	B6ZAY6_HELAM Proteasome subunit beta 1	4	0.181818181818	LOCMI00466	threonine-type peptidase activity // metabolic process // macromolecular complex // intracellular
LOCMI00016	LOCMI00016	Q172F6_AEDAE Mitochondrial import receptor subunit tom20	4	0.181818181818	LOCMI00016	cytoplasm // protein targeting // macromolecular complex // intracellular
LOCMI17220	LOCMI17220	Q16JU3_AEDAE Cgmp-dependent protein kinase	3	0.136363636364	LOCMI17220	metabolic process // macromolecular complex // intracellular
LOCMI17116	LOCMI17116	PREDICTED: survival of motor neuron-related-splicing factor 30-like	3	0.136363636364	LOCMI17116	cytoplasm // metabolic process // intracellular
LOCMI16102	LOCMI16102	vacuolar ATPase G subunit-like protein	3	0.136363636364	LOCMI16102	cytoplasm // macromolecular complex // intracellular
LOCMI15853	LOCMI15853	Probable peroxisomal acyl-coenzyme A oxidase 1	3	0.136363636364	LOCMI15853	cytoplasm // metabolic process // intracellular
LOCMI15837	LOCMI15837	GM22454	3	0.136363636364	LOCMI15837	cytoplasm // metabolic process // intracellular
LOCMI15469	LOCMI15469	nut2, putative	3	0.136363636364	LOCMI15469	metabolic process // macromolecular complex // intracellular
LOCMI15125	LOCMI15125	B4M0F9_DROVI GJ22583	3	0.136363636364	LOCMI15125	cytoplasm // metabolic process // intracellular
LOCMI15070	LOCMI15070	putative aminopeptidase	3	0.136363636364	LOCMI15070	cytoplasm // metabolic process // intracellular
LOCMI14746	LOCMI14746	PREDICTED: d-tyrosyl-tRNA(Tyr) deacylase 1-like	3	0.136363636364	LOCMI14746	cytoplasm // metabolic process // intracellular
LOCMI14671	LOCMI14671	Q16KL0_AEDAE 26S protease regulatory subunit	3	0.136363636364	LOCMI14671	cytoplasm // metabolic process // intracellular
LOCMI14553	LOCMI14553	thioredoxin/protein disulfide isomerase	3	0.136363636364	LOCMI14553	regulation of biological quality // metabolic process // protein disulfide oxidoreductase activity
LOCMI14448	LOCMI14448	ferritin-like precursor	3	0.136363636364	LOCMI14448	transition metal ion transport // regulation of biological quality // metabolic process
LOCMI13454	LOCMI13454	Coatomer subunit epsilon	3	0.136363636364	LOCMI13454	cytoplasm // macromolecular complex // intracellular
LOCMI13327	LOCMI13327	AGAP005990-PA	3	0.136363636364	LOCMI13327	cytoplasm // lipid binding // intracellular
LOCMI13091	LOCMI13091	PREDICTED: betaine-homocysteine methyltransferase-like	3	0.136363636364	LOCMI13091	cytoplasm // metabolic process // intracellular
LOCMI10636	LOCMI10636	N-acetylglucosamine-6-sulfatase precursor, putative	3	0.136363636364	LOCMI10636	cytoplasm // metabolic process // intracellular
LOCMI10395	LOCMI10395	Q06DG1_ANOFN Actin-related protein 2/3 complex subunit 5	3	0.136363636364	LOCMI10395	cellular component assembly // macromolecular complex subunit organization // intracellular
LOCMI09890	LOCMI09890	PREDICTED: replication factor C subunit 5-like	3	0.136363636364	LOCMI09890	metabolic process // macromolecular complex // intracellular
LOCMI09040	LOCMI09040	C4WUB7_ACYPI ACYPI005820 protein	3	0.136363636364	LOCMI09040	metabolic process // macromolecular complex // intracellular
LOCMI09028	LOCMI09028	50S ribosomal protein L20, putative	3	0.136363636364	LOCMI09028	cytoplasm // metabolic process // intracellular
LOCMI07650	LOCMI07650	Eukaryotic translation initiation factor 3 subunit K	3	0.136363636364	LOCMI07650	metabolic process // translational initiation // intracellular
LOCMI07468	LOCMI07468	B4KBP4_DROMO GI23169	3	0.136363636364	LOCMI07468	cytoplasm // metabolic process // intracellular
LOCMI06666	LOCMI06666	B4M5J2_DROVI GJ10591	3	0.136363636364	LOCMI06666	GTPase activity // intracellular // guanyl nucleotide binding
LOCMI06637	LOCMI06637	Q173E4_AEDAE Cullin	3	0.136363636364	LOCMI06637	metabolic process // macromolecular complex // intracellular
LOCMI05622	LOCMI05622	Q1HQU9_AEDAE Protein disulfide isomerase	3	0.136363636364	LOCMI05622	regulation of biological quality // metabolic process // protein disulfide oxidoreductase activity
LOCMI04589	LOCMI04589	PREDICTED: thioredoxin, mitochondrial-like	3	0.136363636364	LOCMI04589	regulation of biological quality // metabolic process // protein disulfide oxidoreductase activity
LOCMI04167	LOCMI04167	YALI0D13112p	3	0.136363636364	LOCMI04167	cytoplasm // metabolic process // intracellular
LOCMI04146	LOCMI04146	PREDICTED: eukaryotic peptide chain release factor subunit 1-like isoform 2	3	0.136363636364	LOCMI04146	cytoplasm // metabolic process // intracellular
LOCMI03994	LOCMI03994	C1BSQ1_9MAXI GTP-binding protein 128up	3	0.136363636364	LOCMI03994	transition metal ion transport // GTPase activity // guanyl nucleotide binding
LOCMI03952	LOCMI03952	Q16TQ1_AEDAE Ras-related protein Rab-8A, putative	3	0.136363636364	LOCMI03952	GTPase activity // intracellular // guanyl nucleotide binding
LOCMI03605	LOCMI03605	Q2F5J9_BOMMO Mitochondrial thioredoxin 2	3	0.136363636364	LOCMI03605	regulation of biological quality // metabolic process // protein disulfide oxidoreductase activity
LOCMI03344	LOCMI03344	Q16WY4_AEDAE Actin-related protein 2/3 complex subunit 5	3	0.136363636364	LOCMI03344	cellular component assembly // macromolecular complex subunit organization // intracellular
LOCMI03091	LOCMI03091	arp2/3 complex 21 kd subunit	3	0.136363636364	LOCMI03091	cellular component assembly // macromolecular complex subunit organization // intracellular
LOCMI02745	LOCMI02745	Probable 26S proteasome non-ATPase regulatory subunit 3	3	0.136363636364	LOCMI02745	metabolic process // macromolecular complex // intracellular
LOCMI02404	LOCMI02404	PREDICTED: dipeptidyl peptidase 3-like	3	0.136363636364	LOCMI02404	cytoplasm // metabolic process // intracellular
LOCMI01611	LOCMI01611	A0T4G5_ANOGA AGAP003215-PA	3	0.136363636364	LOCMI01611	cytoplasm // metabolic process // intracellular
LOCMI01205	LOCMI01205	B0XD88_CULQU Lysyl-tRNA synthetase	3	0.136363636364	LOCMI01205	cytoplasm // metabolic process // intracellular
LOCMI01152	LOCMI01152	GK11601	3	0.136363636364	LOCMI01152	cytoplasm // metabolic process // intracellular
LOCMI00924	LOCMI00924	Probable 26S proteasome non-ATPase regulatory subunit 3	3	0.136363636364	LOCMI00924	metabolic process // macromolecular complex // intracellular
LOCMI00371	LOCMI00371	Phosphatidylinositol glycan anchor biosynthesis class U protein	3	0.136363636364	LOCMI00371	cytoplasm // metabolic process // intracellular
LOCMI00367	LOCMI00367	B0WEU4_CULQU CRSP complex subunit 2	3	0.136363636364	LOCMI00367	metabolic process // macromolecular complex // intracellular
LOCMI00361	LOCMI00361	A6YPI1_TRIIF Ferritin	3	0.136363636364	LOCMI00361	transition metal ion transport // regulation of biological quality // metabolic process
LOCMI00251	LOCMI00251	Q16W35_AEDAE Thioredoxin, putative	3	0.136363636364	LOCMI00251	regulation of biological quality // metabolic process // protein disulfide oxidoreductase activity
LOCMI17354	LOCMI17354	heat shock protein 90	2	0.0909090909091	LOCMI17354	unfolded protein binding // metabolic process
LOCMI17142	LOCMI17142	Small nuclear ribonucleoprotein F	2	0.0909090909091	LOCMI17142	metabolic process // intracellular
LOCMI16098	LOCMI16098	E9H6R5_DAPPU Putative uncharacterized protein	2	0.0909090909091	LOCMI16098	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI16051	LOCMI16051	putative vacuolar ATP synthase subunit E	2	0.0909090909091	LOCMI16051	metabolic process // macromolecular complex
LOCMI16049	LOCMI16049	vacuolar H[+] ATPase 16kD subunit, isoform A	2	0.0909090909091	LOCMI16049	metabolic process // macromolecular complex
LOCMI16027	LOCMI16027	GK21691	2	0.0909090909091	LOCMI16027	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI16008	LOCMI16008	D6WXE2_TRICA Putative uncharacterized protein	2	0.0909090909091	LOCMI16008	cytoplasm // intracellular
LOCMI15981	LOCMI15981	CG12859	2	0.0909090909091	LOCMI15981	cytoplasm // intracellular
LOCMI15976	LOCMI15976	cytochrome c oxidase subunit VIIA putative	2	0.0909090909091	LOCMI15976	cytoplasm // intracellular
LOCMI15918	LOCMI15918	Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial	2	0.0909090909091	LOCMI15918	metabolic process // intracellular
LOCMI15895	LOCMI15895	cytochrome c oxidase subunit VIIA putative	2	0.0909090909091	LOCMI15895	cytoplasm // intracellular
LOCMI15796	LOCMI15796	succinate dehydrogenase Fe-s protein subunit	2	0.0909090909091	LOCMI15796	metal cluster binding // metabolic process
LOCMI15783	LOCMI15783	vacuolar proton translocating ATPase 116 kDa subunit a 1	2	0.0909090909091	LOCMI15783	metabolic process // macromolecular complex
LOCMI15491	LOCMI15491	endoplasmin	2	0.0909090909091	LOCMI15491	unfolded protein binding // metabolic process
LOCMI15262	LOCMI15262	EH domain-containing protein 1	2	0.0909090909091	LOCMI15262	GTPase activity // guanyl nucleotide binding
LOCMI15127	LOCMI15127	MPA3 allergen	2	0.0909090909091	LOCMI15127	serine hydrolase activity // metabolic process
LOCMI15126	LOCMI15126	MPA3 allergen	2	0.0909090909091	LOCMI15126	serine hydrolase activity // metabolic process
LOCMI15039	LOCMI15039	GD25907	2	0.0909090909091	LOCMI15039	serine hydrolase activity // metabolic process
LOCMI15035	LOCMI15035	MPA3 allergen	2	0.0909090909091	LOCMI15035	serine hydrolase activity // metabolic process
LOCMI15032	LOCMI15032	DNA topoisomerase 1	2	0.0909090909091	LOCMI15032	metabolic process // intracellular
LOCMI15014	LOCMI15014	PREDICTED: nucleosome assembly protein 1-like 1-like	2	0.0909090909091	LOCMI15014	metabolic process // intracellular
LOCMI14929	LOCMI14929	GK17275	2	0.0909090909091	LOCMI14929	serine hydrolase activity // metabolic process
LOCMI14101	LOCMI14101	PREDICTED: ADP-ribosylation factor-like protein 1-like isoform 1	2	0.0909090909091	LOCMI14101	intracellular // guanyl nucleotide binding
LOCMI13966	LOCMI13966	PREDICTED: acetylserotonin O-methyltransferase-like	2	0.0909090909091	LOCMI13966	cytoplasm // intracellular
LOCMI13901	LOCMI13901	beta-glucosidase	2	0.0909090909091	LOCMI13901	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI13584	LOCMI13584	Q16RF6_AEDAE Ubiquitin carboxyl-terminal hydrolase isozyme L5	2	0.0909090909091	LOCMI13584	metabolic process // intracellular
LOCMI13554	LOCMI13554	PREDICTED: peroxisomal multifunctional enzyme type 2-like isoform 2	2	0.0909090909091	LOCMI13554	lipid binding // metabolic process
LOCMI12964	LOCMI12964	PREDICTED: trypsin-3	2	0.0909090909091	LOCMI12964	serine hydrolase activity // metabolic process
LOCMI12692	LOCMI12692	PREDICTED: similar to SYF2 homolog, RNA splicing factor (S. cerevisiae)	2	0.0909090909091	LOCMI12692	metabolic process // intracellular
LOCMI11832	LOCMI11832	Q7PW17_ANOGA AGAP009121-PA	2	0.0909090909091	LOCMI11832	serine hydrolase activity // metabolic process
LOCMI11820	LOCMI11820	beta-glucosidase	2	0.0909090909091	LOCMI11820	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI11743	LOCMI11743	HsjCib isoform1	2	0.0909090909091	LOCMI11743	cytoplasm // intracellular
LOCMI11407	LOCMI11407	PREDICTED: cAMP-responsive element-binding protein-like 2-like	2	0.0909090909091	LOCMI11407	metabolic process // intracellular
LOCMI11349	LOCMI11349	Q17EQ5_AEDAE Lupus la ribonucleoprotein	2	0.0909090909091	LOCMI11349	metabolic process // intracellular
LOCMI11337	LOCMI11337	PREDICTED: elongation factor Ts, mitochondrial-like	2	0.0909090909091	LOCMI11337	metabolic process // intracellular
LOCMI11139	LOCMI11139	Myosin heavy chain 95F	2	0.0909090909091	LOCMI11139	macromolecular complex // intracellular
LOCMI10967	LOCMI10967	beta-glucosidase	2	0.0909090909091	LOCMI10967	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI10713	LOCMI10713	ral	2	0.0909090909091	LOCMI10713	intracellular // guanyl nucleotide binding
LOCMI09623	LOCMI09623	AGAP007285-PA	2	0.0909090909091	LOCMI09623	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI09544	LOCMI09544	nitrogen fixation protein nifu, putative	2	0.0909090909091	LOCMI09544	metal cluster binding // metabolic process
LOCMI09283	LOCMI09283	beta-hexosaminidase beta chain precursor, putative	2	0.0909090909091	LOCMI09283	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI09047	LOCMI09047	PREDICTED: iron-sulfur cluster assembly 2 homolog, mitochondrial-like	2	0.0909090909091	LOCMI09047	metal cluster binding // metabolic process
LOCMI08947	LOCMI08947	DNA topoisomerase 1	2	0.0909090909091	LOCMI08947	metabolic process // intracellular
LOCMI08944	LOCMI08944	serine protease-like protein	2	0.0909090909091	LOCMI08944	serine hydrolase activity // metabolic process
LOCMI08912	LOCMI08912	beta-glucosidase	2	0.0909090909091	LOCMI08912	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI08721	LOCMI08721	MPA3 allergen	2	0.0909090909091	LOCMI08721	serine hydrolase activity // metabolic process
LOCMI08265	LOCMI08265	SNW domain-containing protein 1	2	0.0909090909091	LOCMI08265	metabolic process // intracellular
LOCMI08135	LOCMI08135	vacuolar proton ATPase	2	0.0909090909091	LOCMI08135	metabolic process // macromolecular complex
LOCMI07885	LOCMI07885	H2A	2	0.0909090909091	LOCMI07885	metabolic process // intracellular
LOCMI07758	LOCMI07758	PREDICTED: myosin-IB-like	2	0.0909090909091	LOCMI07758	macromolecular complex // intracellular
LOCMI07517	LOCMI07517	serine protease 48 precursor	2	0.0909090909091	LOCMI07517	serine hydrolase activity // metabolic process
LOCMI07514	LOCMI07514	PREDICTED: trafficking protein particle complex subunit 1-like	2	0.0909090909091	LOCMI07514	cytoplasm // intracellular
LOCMI07367	LOCMI07367	Eukaryotic translation initiation factor 4E binding	2	0.0909090909091	LOCMI07367	metabolic process // translational initiation
LOCMI07309	LOCMI07309	ADP-ribosylation factor-like protein 2	2	0.0909090909091	LOCMI07309	intracellular // guanyl nucleotide binding
LOCMI07248	LOCMI07248	serine protease-like protein	2	0.0909090909091	LOCMI07248	serine hydrolase activity // metabolic process
LOCMI07206	LOCMI07206	beta-glucosidase	2	0.0909090909091	LOCMI07206	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI07118	LOCMI07118	GTP-binding protein Rheb-like protein	2	0.0909090909091	LOCMI07118	intracellular // guanyl nucleotide binding
LOCMI07021	LOCMI07021	Q8T0W7_9NEOP Beta-glucosidase	2	0.0909090909091	LOCMI07021	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI06844	LOCMI06844	Q7PX39_ANOGA AGAP001199-PA	2	0.0909090909091	LOCMI06844	serine hydrolase activity // metabolic process
LOCMI06586	LOCMI06586	PREDICTED: protein max-like	2	0.0909090909091	LOCMI06586	metabolic process // intracellular
LOCMI06570	LOCMI06570	Density-regulated protein	2	0.0909090909091	LOCMI06570	metabolic process // translational initiation
LOCMI06502	LOCMI06502	C3Y5B7_BRAFL Putative uncharacterized protein	2	0.0909090909091	LOCMI06502	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI06141	LOCMI06141	PREDICTED: probable U3 small nucleolar RNA-associated protein 11-like	2	0.0909090909091	LOCMI06141	metabolic process // intracellular
LOCMI06065	LOCMI06065	PREDICTED: eukaryotic translation initiation factor 3 subunit B-like isoform 2	2	0.0909090909091	LOCMI06065	metabolic process // translational initiation
LOCMI05719	LOCMI05719	EH domain-containing protein 1	2	0.0909090909091	LOCMI05719	GTPase activity // guanyl nucleotide binding
LOCMI05600	LOCMI05600	B3MUH1_DROAN GF20662	2	0.0909090909091	LOCMI05600	unfolded protein binding // metabolic process
LOCMI05299	LOCMI05299	beta-glucosidase	2	0.0909090909091	LOCMI05299	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI05127	LOCMI05127	B3GC92_GRYFI Accessory gland protein (Fragment)	2	0.0909090909091	LOCMI05127	serine hydrolase activity // metabolic process
LOCMI05086	LOCMI05086	Q28WJ8_DROPS GA13505	2	0.0909090909091	LOCMI05086	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI04924	LOCMI04924	chitinase 5	2	0.0909090909091	LOCMI04924	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI04516	LOCMI04516	PREDICTED: myosin-VIIa-like	2	0.0909090909091	LOCMI04516	macromolecular complex // intracellular
LOCMI04416	LOCMI04416	Endoplasmic reticulum protein ERp29, putative	2	0.0909090909091	LOCMI04416	cytoplasm // intracellular
LOCMI04105	LOCMI04105	beta-glucosidase	2	0.0909090909091	LOCMI04105	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI04087	LOCMI04087	endoplasmin	2	0.0909090909091	LOCMI04087	unfolded protein binding // metabolic process
LOCMI04023	LOCMI04023	serine protease-like protein	2	0.0909090909091	LOCMI04023	serine hydrolase activity // metabolic process
LOCMI03993	LOCMI03993	GTP-binding protein 128up, putative	2	0.0909090909091	LOCMI03993	intracellular // guanyl nucleotide binding
LOCMI03958	LOCMI03958	Q28WJ8_DROPS GA13505	2	0.0909090909091	LOCMI03958	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI03914	LOCMI03914	beta-glucosidase	2	0.0909090909091	LOCMI03914	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI03826	LOCMI03826	seminal fluid protein CSSFP012	2	0.0909090909091	LOCMI03826	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI03777	LOCMI03777	Q95VX4_9MYRI ADP-ATP translocator	2	0.0909090909091	LOCMI03777	cytoplasm // intracellular
LOCMI03668	LOCMI03668	PREDICTED: CDGSH iron-sulfur domain-containing protein 2 homolog	2	0.0909090909091	LOCMI03668	metal cluster binding // intracellular
LOCMI03142	LOCMI03142	PREDICTED: trehalase-like isoform 1	2	0.0909090909091	LOCMI03142	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI02937	LOCMI02937	mitochondrial ribosomal protein, L50, putative	2	0.0909090909091	LOCMI02937	cytoplasm // intracellular
LOCMI02805	LOCMI02805	PREDICTED: retinoid-inducible serine carboxypeptidase-like	2	0.0909090909091	LOCMI02805	serine hydrolase activity // metabolic process
LOCMI02469	LOCMI02469	beta-glucosidase	2	0.0909090909091	LOCMI02469	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI02464	LOCMI02464	B4PBQ2_DROYA GE13860	2	0.0909090909091	LOCMI02464	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI02318	LOCMI02318	Glycoside hydrolase, family 1 IPR017853; Glycoside hydrolase, catalytic core	2	0.0909090909091	LOCMI02318	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI02145	LOCMI02145	ADP-ribosylation factor-related protein 1	2	0.0909090909091	LOCMI02145	intracellular // guanyl nucleotide binding
LOCMI01942	LOCMI01942	A7SS64_NEMVE Predicted protein (Fragment)	2	0.0909090909091	LOCMI01942	serine hydrolase activity // metabolic process
