GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI12279	LOCMI12279	Q1HPY0_BOMMO Zinc-containing alcohol dehydrogenase	2	0.222222222222	LOCMI12279	oxidation-reduction process // oxidoreductase activity
LOCMI09478	LOCMI09478	L-xylulose reductase	2	0.222222222222	LOCMI09478	oxidation-reduction process // oxidoreductase activity
LOCMI05622	LOCMI05622	Q1HQU9_AEDAE Protein disulfide isomerase	2	0.222222222222	LOCMI05622	electron carrier activity // oxidoreductase activity
LOCMI03739	LOCMI03739	AGAP006221-PA	2	0.222222222222	LOCMI03739	oxidation-reduction process // oxidoreductase activity
LOCMI03230	LOCMI03230	PREDICTED: ribonucleotide reductase M2 polypeptide-like	2	0.222222222222	LOCMI03230	oxidation-reduction process // oxidoreductase activity
LOCMI16352	LOCMI16352	heat shock protein 20	1	0.111111111111	LOCMI16352	response to abiotic stimulus
LOCMI16279	LOCMI16279	Peroxiredoxin 1	1	0.111111111111	LOCMI16279	oxidoreductase activity
LOCMI16273	LOCMI16273	peroxiredoxin	1	0.111111111111	LOCMI16273	oxidoreductase activity
LOCMI16263	LOCMI16263	E9IID8_SOLIN Putative uncharacterized protein (Fragment)	1	0.111111111111	LOCMI16263	oxidoreductase activity
LOCMI15512	LOCMI15512	heat shock protein 20.7	1	0.111111111111	LOCMI15512	response to abiotic stimulus
LOCMI15510	LOCMI15510	heat shock protein 20.5	1	0.111111111111	LOCMI15510	response to abiotic stimulus
LOCMI11649	LOCMI11649	mitosis protein dim1	1	0.111111111111	LOCMI11649	intracellular
LOCMI09659	LOCMI09659	B0G0U7_MONAT Beta1-tubulin	1	0.111111111111	LOCMI09659	intracellular
LOCMI07885	LOCMI07885	H2A	1	0.111111111111	LOCMI07885	intracellular
LOCMI06735	LOCMI06735	Recombination repair protein, putative	1	0.111111111111	LOCMI06735	intracellular
LOCMI06586	LOCMI06586	PREDICTED: protein max-like	1	0.111111111111	LOCMI06586	intracellular
LOCMI06175	LOCMI06175	heat shock protein 20.7	1	0.111111111111	LOCMI06175	response to abiotic stimulus
LOCMI05827	LOCMI05827	protein lethal, putative	1	0.111111111111	LOCMI05827	response to abiotic stimulus
LOCMI01686	LOCMI01686	Histone H2B	1	0.111111111111	LOCMI01686	intracellular
LOCMI01539	LOCMI01539	Short-chain dehydrogenase/reductase SDR	1	0.111111111111	LOCMI01539	oxidoreductase activity
LOCMI00142	LOCMI00142	heat shock protein 20.5	1	0.111111111111	LOCMI00142	response to abiotic stimulus
