GeneID	Symbol	Description	UID-str	parent GOID	GO Name
LOCMI16296	LOCMI16296	D2A5K3_TRICA Putative uncharacterized protein GLEAN_15554	LOCMI16296	GO:0055114	oxidation-reduction process
LOCMI16180	LOCMI16180	cytochrome P-450, putative	LOCMI16180	GO:0055114	oxidation-reduction process
LOCMI04643	LOCMI04643	Q16GQ4_AEDAE Putative uncharacterized protein	LOCMI04643	GO:0055114	oxidation-reduction process
LOCMI05703	LOCMI05703	epsilon-trimethyllysine 2-oxoglutarate dioxygenase	LOCMI05703	GO:0055114	oxidation-reduction process
LOCMI05702	LOCMI05702	epsilon-trimethyllysine 2-oxoglutarate dioxygenase	LOCMI05702	GO:0055114	oxidation-reduction process
LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	LOCMI15980	GO:0055114	oxidation-reduction process
LOCMI05701	LOCMI05701	GH12513	LOCMI05701	GO:0055114	oxidation-reduction process
LOCMI06328	LOCMI06328	NADH dehydrogenase subunit 5	LOCMI06328	GO:0055114	oxidation-reduction process
LOCMI16273	LOCMI16273	peroxiredoxin	LOCMI16273	GO:0016491	oxidoreductase activity
LOCMI13963	LOCMI13963	Laccase2	LOCMI13963	GO:0016491	oxidoreductase activity
LOCMI16274	LOCMI16274	Q7PZB4_ANOGA Thioredoxin-dependent peroxidase (AGAP011824-PA)	LOCMI16274	GO:0016491	oxidoreductase activity
LOCMI16296	LOCMI16296	D2A5K3_TRICA Putative uncharacterized protein GLEAN_15554	LOCMI16296	GO:0016491	oxidoreductase activity
LOCMI16180	LOCMI16180	cytochrome P-450, putative	LOCMI16180	GO:0016491	oxidoreductase activity
LOCMI04643	LOCMI04643	Q16GQ4_AEDAE Putative uncharacterized protein	LOCMI04643	GO:0016491	oxidoreductase activity
LOCMI05703	LOCMI05703	epsilon-trimethyllysine 2-oxoglutarate dioxygenase	LOCMI05703	GO:0016491	oxidoreductase activity
LOCMI05702	LOCMI05702	epsilon-trimethyllysine 2-oxoglutarate dioxygenase	LOCMI05702	GO:0016491	oxidoreductase activity
LOCMI15980	LOCMI15980	ubiquinol-cytochrome c reductase complex	LOCMI15980	GO:0016491	oxidoreductase activity
LOCMI05701	LOCMI05701	GH12513	LOCMI05701	GO:0016491	oxidoreductase activity
LOCMI06328	LOCMI06328	NADH dehydrogenase subunit 5	LOCMI06328	GO:0016491	oxidoreductase activity
