GO-Elite ORA Results
File:
Table:
colors:
1/13/2015
Locusta migratoria
Pvalues = true
Calculation Summary:
616 Ensembl source identifiers supplied in the input file:G5-VS-S5.down.txt
616 source identifiers meeting the filter linked to a Ensembl ID.
87 genes meeting the criterion linked to a term.
8861 source identifiers in this dataset.
8861 source identifiers linked to a Ensembl ID.
1412 Genes linked to a term.
The z score is based on an N of 1412 and a R of 87 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Protease inhibitor I4, serpin:IPR000215	1	23	23	4.34782608696	100.0	-0.364582816237	0.815	1.0
Tubby, C-terminal:IPR000007	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Tektin:IPR000435	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
TGF-beta receptor/activin receptor, type I/II:IPR000472	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Ribosomal protein S17:IPR000266	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
RNA 3'-terminal phosphate cyclase-like:IPR000228	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Proteinase inhibitor I25, cystatin:IPR000010	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
POU-specific:IPR000327	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Oxidoreductase, molybdopterin-binding domain:IPR000572	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Ornithine/DAP/Arg decarboxylase:IPR000183	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Major sperm protein:IPR000535	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Kringle:IPR000001	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Helix-turn-helix motif, lambda-like repressor:IPR000047	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Fumarate lyase:IPR000362	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Frizzled protein:IPR000539	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Dynamin central domain:IPR000375	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
Calponin repeat:IPR000557	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
CDP-alcohol phosphatidyltransferase:IPR000462	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
ATPase, P-type cation exchange, beta subunit:IPR000402	0	3	3	0.0	100.0	-0.444140446523	1.0	1.0
UbiA prenyltransferase:IPR000537	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
SWAP/Surp:IPR000061	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
Ran binding protein 1:IPR000156	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
Peptide chain release factor class I/class II:IPR000352	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
EGF receptor, L domain:IPR000494	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
DNA mismatch repair protein MutS, C-terminal:IPR000432	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
Cell division/GTP binding protein:IPR000038	0	4	4	0.0	100.0	-0.513031300139	1.0	1.0
Glucose-methanol-choline oxidoreductase, N-terminal:IPR000172	1	27	27	3.7037037037	100.0	-0.536078961417	0.5725	1.0
Ubiquitin-activating enzyme repeat:IPR000127	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Peptidase T1A, proteasome beta-subunit:IPR000243	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Laminin B type IV:IPR000034	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Integrin alpha chain:IPR000413	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Inositol polyphosphate-related phosphatase:IPR000300	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Gamma-glutamyltranspeptidase:IPR000101	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Ets:IPR000418	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Beige/BEACH:IPR000409	0	5	5	0.0	100.0	-0.573790227775	1.0	1.0
Dbl homology (DH) domain:IPR000219	1	29	29	3.44827586207	100.0	-0.613761879907	0.5905	1.0
SEA:IPR000082	0	6	6	0.0	100.0	-0.628779188535	1.0	1.0
Rap/ran-GAP:IPR000331	0	6	6	0.0	100.0	-0.628779188535	1.0	1.0
Phosphatidic acid phosphatase type 2/haloperoxidase:IPR000326	0	6	6	0.0	100.0	-0.628779188535	1.0	1.0
GPS domain:IPR000203	0	6	6	0.0	100.0	-0.628779188535	1.0	1.0
EPS15 homology (EH):IPR000261	0	6	6	0.0	100.0	-0.628779188535	1.0	1.0
Zinc finger, AN1-type:IPR000058	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Peptidase S8/S53, subtilisin/kexin/sedolisin:IPR000209	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Neutrophil cytosol factor 2 p67phox:IPR000108	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Death:IPR000488	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Cadherin, cytoplasmic domain:IPR000233	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Biotin/lipoyl attachment:IPR000089	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Acyltransferase ChoActase/COT/CPT:IPR000542	0	7	7	0.0	100.0	-0.679400796898	1.0	1.0
Zinc finger, B-box:IPR000315	0	8	8	0.0	100.0	-0.726568614309	1.0	1.0
Proteasome, alpha-subunit, conserved site:IPR000426	0	8	8	0.0	100.0	-0.726568614309	1.0	1.0
Polyprenyl synthetase:IPR000092	0	8	8	0.0	100.0	-0.726568614309	1.0	1.0
PAK-box/P21-Rho-binding:IPR000095	0	8	8	0.0	100.0	-0.726568614309	1.0	1.0
Histone deacetylase superfamily:IPR000286	0	8	8	0.0	100.0	-0.726568614309	1.0	1.0
Major intrinsic protein:IPR000425	0	10	10	0.0	100.0	-0.812907606319	0.627	1.0
Regulator of G protein signalling:IPR000342	0	11	11	0.0	100.0	-0.852888913166	0.6525	1.0
PAS:IPR000014	0	11	11	0.0	100.0	-0.852888913166	0.654	1.0
Mov34/MPN/PAD-1:IPR000555	0	11	11	0.0	100.0	-0.852888913166	0.621	1.0
Nuclear hormone receptor, ligand-binding, core:IPR000536	0	12	12	0.0	100.0	-0.891131507625	0.6415	1.0
Zinc finger, FYVE-type:IPR000306	0	13	13	0.0	100.0	-0.927850514617	0.622	1.0
Ubiquitin-associated/translation elongation factor EF1B, N-terminal:IPR000449	0	13	13	0.0	100.0	-0.927850514617	0.6	1.0
Phosphatidylinositol 3-/4-kinase, catalytic:IPR000403	0	13	13	0.0	100.0	-0.927850514617	0.641	1.0
LDLR class B repeat:IPR000033	0	13	13	0.0	100.0	-0.927850514617	0.614	1.0
Coagulation factor 5/8 type, C-terminal:IPR000421	0	13	13	0.0	100.0	-0.927850514617	0.638	1.0
Regulator of chromosome condensation, RCC1:IPR000408	0	14	14	0.0	100.0	-0.963220298577	0.6165	1.0
Ras-association:IPR000159	0	14	14	0.0	100.0	-0.963220298577	0.6225	1.0
Forkhead-associated (FHA) domain:IPR000253	0	15	15	0.0	100.0	-0.997384513327	0.6175	1.0
Protein-tyrosine phosphatase, receptor/non-receptor type:IPR000242	0	16	16	0.0	100.0	-1.03046317487	0.611	1.0
HECT:IPR000569	0	16	16	0.0	100.0	-1.03046317487	0.631	1.0
Zinc finger, CCCH-type:IPR000571	0	19	19	0.0	100.0	-1.12412973649	0.396	1.0
Sodium:neurotransmitter symporter:IPR000175	0	19	19	0.0	100.0	-1.12412973649	0.3915	1.0
SNF2-related:IPR000330	0	21	21	0.0	100.0	-1.18266372557	0.3985	1.0
HEAT:IPR000357	0	21	21	0.0	100.0	-1.18266372557	0.4035	1.0
Rho GTPase-activating protein domain:IPR000198	0	26	26	0.0	100.0	-1.3183182156	0.2545	1.0
Rab-GAP/TBC domain:IPR000195	0	29	29	0.0	100.0	-1.39380848155	0.263	1.0
C2 calcium-dependent membrane targeting:IPR000008	0	52	52	0.0	100.0	-1.88212044208	0.0885	0.931578947368
7TM GPCR, rhodopsin-like:IPR000276	0	83	83	0.0	100.0	-2.40542460903	0.028	0.688888888889
